date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:43:13	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni)
19:43:14	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni)
19:43:14	18089/18089	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jun%202021%2009:37:46%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni?a=:v3	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni1f0d	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni)
19:43:14	60391/60391	---MC-	200	added ('OK')	image/png	etag:%225d8721ed-ebe7%22	https://www.monash.edu/__data/assets/image/0005/1985342/anna-ostrovskaya1.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0005/1985342/anna-ostrovskaya1.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni)
19:43:14	293399/293399	---MC-	200	added ('OK')	image/png	etag:%225d8a9768-47a17%22	https://www.monash.edu/__data/assets/image/0011/1987679/kavita-pabreja.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0011/1987679/kavita-pabreja.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni)
19:43:15	202799/202799	---MC-	200	added ('OK')	image/jpeg	etag:%225d8a970b-3182f%22	https://www.monash.edu/__data/assets/image/0009/1987677/emma-dalmaso.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0009/1987677/emma-dalmaso.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni)
19:43:15	163088/163088	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c5124ca-27d10%22	https://www.monash.edu/__data/assets/git_bridge/0011/789905/bitbucket/minified/javascript/public.min.js?h=d9a8526	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/git_bridge/0011/789905/bitbucket/minified/javascript/public.mined3f.js	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni)
19:43:15	527943/527943	---MC-	200	added ('OK')	image/jpeg	etag:%225d8a9715-80e47%22	https://www.monash.edu/__data/assets/image/0010/1987678/muzaida-mohd.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0010/1987678/muzaida-mohd.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/alumni)
19:43:16	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:28%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study.1c.delayed	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home)
19:43:16	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home)
19:43:16	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home)
19:43:16	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home)
19:43:17	217770/217770	---MC-	200	added ('OK')	image/jpeg	etag:%225d908ac1-352aa%22	https://www.monash.edu/__data/assets/image/0008/1992950/varieties/large.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0008/1992950/varieties/large.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home)
19:43:17	18089/18089	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jun%202021%2009:37:30%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home?a=:v3	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home1f0d	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home)
19:43:17	0/-1	---M--	302	error ('')			https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study.24.delayed	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:17	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:17	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:18	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:18	18089/18089	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jun%202021%2009:37:32%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research?a=:v3	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research1f0d	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:18	3584782/3584782	---MC-	200	added ('OK')	image/png	etag:%225d908b4e-36b30e%22	https://www.monash.edu/__data/assets/image/0009/1992951/varieties/large.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0009/1992951/varieties/large.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/home)
19:43:18	145309/145309	---MC-	200	added ('OK')	image/png	etag:%225d86ebe4-2379d%22	https://www.monash.edu/__data/assets/image/0003/1985232/gut-brain-axis.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0003/1985232/gut-brain-axis.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:18	254563/254563	---MC-	200	added ('OK')	image/png	etag:%225d86f0ac-3e263%22	https://www.monash.edu/__data/assets/image/0010/1985239/cck-satietycartoon.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0010/1985239/cck-satietycartoon.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:19	0/-1	---M--	302	error ('')			https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study.2e.delayed	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:19	310045/310045	---MC-	200	added ('OK')	image/png	etag:%225d86f0ca-4bb1d%22	https://www.monash.edu/__data/assets/image/0011/1985240/ghrelin-cartoon.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0011/1985240/ghrelin-cartoon.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:19	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:19	1346518/1346518	---MC-	200	added ('OK')	image/png	etag:%225d86f0e8-148bd6%22	https://www.monash.edu/__data/assets/image/0003/1985241/sensor-cartoon.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0003/1985241/sensor-cartoon.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/research)
19:43:19	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:19	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:20	18089/18089	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jun%202021%2009:37:35%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian?a=:v3	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian1f0d	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:20	112178/112178	---MC-	200	added ('OK')	image/jpeg	etag:%225d86f7b2-1b632%22	https://www.monash.edu/__data/assets/image/0005/1985261/Sebastian-Headshot.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0005/1985261/Sebastian-Headshot.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:20	9439/9439	---MC-	200	added ('OK')	image/png	etag:%225d928cbc-24df%22	https://www.monash.edu/__data/assets/image/0010/1994302/MonashLogo.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0010/1994302/MonashLogo.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:20	71292/71292	---MC-	200	added ('OK')	image/jpeg	etag:%225d86f940-1167c%22	https://www.monash.edu/__data/assets/image/0009/1985256/google-scholar-logo.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0009/1985256/google-scholar-logo.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:21	22905/22905	---MC-	200	added ('OK')	image/png	etag:%225d86f7a7-5979%22	https://www.monash.edu/__data/assets/image/0004/1985260/researchgate.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0004/1985260/researchgate.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:21	63684/63684	---MC-	200	added ('OK')	image/png	etag:%225d86f78e-f8c4%22	https://www.monash.edu/__data/assets/image/0011/1985258/orcid.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0011/1985258/orcid.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:21	138683/138683	---MC-	200	added ('OK')	image/jpeg	etag:%225d86f9c8-21dbb%22	https://www.monash.edu/__data/assets/image/0012/1985259/publons.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0012/1985259/publons.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:21	13320/13320	---MC-	200	added ('OK')	image/jpeg	etag:%225d86faa2-3408%22	https://www.monash.edu/__data/assets/image/0010/1985257/linkedin.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0010/1985257/linkedin.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:22	0/-1	---M--	302	error ('')			https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study.3c.delayed	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:22	7489/7489	---MC-	200	added ('OK')	image/png	etag:%225e3cfcb0-1d41%22	https://www.monash.edu/__data/assets/image/0006/1985262/twitter-logo.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0006/1985262/twitter-logo.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/sebastian)
19:43:22	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:22	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:22	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:22	18089/18089	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jun%202021%2009:37:38%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team?a=:v3	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team1f0d	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:23	404764/404764	---MC-	200	added ('OK')	image/jpeg	etag:%225e5339f7-62d1c%22	https://www.monash.edu/__data/assets/image/0007/2112928/Michelle_Xu.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0007/2112928/Michelle_Xu.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:23	765/765	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2001%20Jun%202021%2009:43:23%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/media/images/team/Emily_Whitfield.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/media/images/team/Emily_Whitfield.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:23	212936/212936	---MC-	200	added ('OK')	image/jpeg	etag:%225fa90762-33fc8%22	https://www.monash.edu/__data/assets/image/0010/2388214/NoahPiper.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0010/2388214/NoahPiper.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
